Iceberg,Length (NM),Width (NM),Latitude,Longitude,Remarks,Last Update,source_file,Area (sqMI),Area (sqNM),Area (sqKM),date,prev_latitude,prev_longitude,prev_date,days_since_previous,movement_km,speed_km_per_day
D32,10.0,9.0,-66.64,66.0,amere,2/17/2023,AntarcticIcebergs_20230217.csv,,,,2023-02-17,-66.68,65.91,2023-02-10,7.0,5.958435805071803,0.8512051150102575
D32,10.0,9.0,-66.68,65.54,amere,2/24/2023,AntarcticIcebergs_20230224.csv,,,,2023-02-24,-66.64,66.0,2023-02-17,7.0,20.747129425761788,2.963875632251684
D32,10.0,9.0,-66.65,65.6,amere,3/3/2023,AntarcticIcebergs_20230303.csv,,,,2023-03-03,-66.68,65.54,2023-02-24,7.0,4.255790201072414,0.6079700287246306
D32,10.0,9.0,-66.73,64.91,amere,3/10/2023,AntarcticIcebergs_20230310.csv,,,,2023-03-10,-66.65,65.6,2023-03-03,7.0,31.63651705533297,4.519502436476139
D32,10.0,9.0,-66.65,64.93,amere,3/17/2023,AntarcticIcebergs_20230317.csv,,,,2023-03-17,-66.73,64.91,2023-03-10,7.0,8.939016141377977,1.2770023059111395
D32,10.0,9.0,-66.5,65.25,,3/24/2023,AntarcticIcebergs_20230324.csv,,,,2023-03-24,-66.65,64.93,2023-03-17,7.0,21.869975725412935,3.1242822464875624
D32,10.0,9.0,-66.55,64.88,,3/31/2023,AntarcticIcebergs_20230331.csv,,,,2023-03-31,-66.5,65.25,2023-03-24,7.0,17.306252288085393,2.4723217554407704
D32,10.0,9.0,-66.57,63.87,,4/7/2023,AntarcticIcebergs_20230407.csv,,,,2023-04-07,-66.55,64.88,2023-03-31,7.0,44.729213179542754,6.389887597077537
D32,10.0,9.0,-66.79,61.47,,4/14/2023,AntarcticIcebergs_20230414.csv,,,,2023-04-14,-66.57,63.87,2023-04-07,7.0,108.43181744668634,15.490259635240905
D32,10.0,9.0,-66.63,59.41,,4/21/2023,AntarcticIcebergs_20230421.csv,,,,2023-04-21,-66.79,61.47,2023-04-14,7.0,92.29393069872738,13.18484724267534
D32,10.0,9.0,-65.95,57.37,,4/28/2023,AntarcticIcebergs_20230428.csv,,,,2023-04-28,-66.63,59.41,2023-04-21,7.0,118.46831321565136,16.924044745093052
D32,10.0,9.0,-65.65,55.56,,5/5/2023,AntarcticIcebergs_20230505.csv,,,,2023-05-05,-65.95,57.37,2023-04-28,7.0,88.98704554188068,12.712435077411525
D32,10.0,9.0,-65.65,55.56,,5/12/2023,AntarcticIcebergs_20230512.csv,,,,2023-05-12,-65.65,55.56,2023-05-05,7.0,0.0,0.0
D32,10.0,9.0,-65.65,55.56,,5/19/2023,AntarcticIcebergs_20230519.csv,,,,2023-05-19,-65.65,55.56,2023-05-12,7.0,0.0,0.0
D32,10.0,9.0,-65.64,55.49,,5/26/2023,AntarcticIcebergs_20230526.csv,,,,2023-05-26,-65.65,55.56,2023-05-19,7.0,3.397031513342695,0.4852902161918136
D32,10.0,9.0,-65.66,55.57,,6/2/2023,AntarcticIcebergs_20230602.csv,,,,2023-06-02,-65.64,55.49,2023-05-26,7.0,4.289292002327134,0.6127560003324477
D32,10.0,9.0,-65.64,55.57,Calved from Amery Ice Shelf,06/09/2023,AntarcticIcebergs_20230609.csv,,,,2023-06-09,-65.66,55.57,2023-06-02,7.0,2.2238985328910363,0.31769979041300517
D32,10.0,9.0,-65.66,55.56,Calved from Amery Ice Shelf,06/15/2023,AntarcticIcebergs_20230615.csv,,,,2023-06-15,-65.64,55.57,2023-06-09,6.0,2.2706644222985877,0.37844407038309796
D32,10.0,9.0,-65.66,55.57,,6/23/2023,AntarcticIcebergs_20230623.csv,,,,2023-06-23,-65.66,55.56,2023-06-15,8.0,0.4582904876772929,0.057286310959661614
D32,10.0,9.0,-65.64,55.59,Calved from Amery Ice Shelf,06/24/2023,AntarcticIcebergs_20230624.csv,,,,2023-06-24,-65.66,55.57,2023-06-23,1.0,2.4055131709619166,2.4055131709619166
D32,10.0,9.0,-65.64,55.59,Calved from Amery Ice Shelf,06/30/2023,AntarcticIcebergs_20230630.csv,,,,2023-06-30,-65.64,55.59,2023-06-24,6.0,0.0,0.0
D32,10.0,9.0,-65.64,55.59,Calved from Amery Ice Shelf,07/07/2023,AntarcticIcebergs_20230707.csv,,,,2023-07-07,-65.64,55.59,2023-06-30,7.0,0.0,0.0
D32,10.0,9.0,-65.64,55.56,Calved from Amery Ice Shelf,07/14/2023,AntarcticIcebergs_20230714.csv,,,,2023-07-14,-65.64,55.59,2023-07-07,7.0,1.3759322986819154,0.19656175695455932
D32,10.0,9.0,-65.64,55.56,Calved from Amery Ice Shelf,07/21/2023,AntarcticIcebergs_20230721.csv,,,,2023-07-21,-65.64,55.56,2023-07-14,7.0,0.0,0.0
D32,10.0,9.0,-65.64,55.56,Calved from Amery Ice Shelf,07/27/2023,AntarcticIcebergs_20230727.csv,,,,2023-07-27,-65.64,55.56,2023-07-21,6.0,0.0,0.0
D32,10.0,9.0,-65.66,55.57,,7/28/2023,AntarcticIcebergs_20230728.csv,,,,2023-07-28,-65.64,55.56,2023-07-27,1.0,2.2706644222985877,2.2706644222985877
D32,10.0,9.0,-65.65,55.56,Calved from Amery Ice Shelf,08/04/2023,AntarcticIcebergs_20230804.csv,,,,2023-08-04,-65.66,55.57,2023-07-28,7.0,1.202722900702731,0.17181755724324727
D32,10.0,9.0,-65.64,55.56,Calved from Amery Ice Shelf,08/11/2023,AntarcticIcebergs_20230811.csv,,,,2023-08-11,-65.65,55.56,2023-08-04,7.0,1.1119492664469328,0.1588498952067047
D32,10.0,9.0,-65.64,55.56,Calved from Amery Ice Shelf,08/18/2023,AntarcticIcebergs_20230818.csv,,,,2023-08-18,-65.64,55.56,2023-08-11,7.0,0.0,0.0
D32,10.0,9.0,-65.64,55.56,Calved from Amery Ice Shelf,08/25/2023,AntarcticIcebergs_20230825.csv,,,,2023-08-25,-65.64,55.56,2023-08-18,7.0,0.0,0.0
D32,10.0,9.0,-65.64,55.56,Calved from Amery Ice Shelf,09/01/2023,AntarcticIcebergs_20230901.csv,,,,2023-09-01,-65.64,55.56,2023-08-25,7.0,0.0,0.0
D32,10.0,9.0,-65.64,55.56,Calved from Amery Ice Shelf,09/08/2023,AntarcticIcebergs_20230908.csv,,,,2023-09-08,-65.64,55.56,2023-09-01,7.0,0.0,0.0
D32,10.0,9.0,-65.64,55.56,Calved from Amery Ice Shelf,09/15/2023,AntarcticIcebergs_20230915.csv,,,,2023-09-15,-65.64,55.56,2023-09-08,7.0,0.0,0.0
D32,10.0,9.0,-65.64,55.56,Calved from Amery Ice Shelf,09/22/2023,AntarcticIcebergs_20230922.csv,,,,2023-09-22,-65.64,55.56,2023-09-15,7.0,0.0,0.0
D32,10.0,9.0,-65.62,55.56,Calved from Amery Ice Shelf,09/30/2023,AntarcticIcebergs_20230930.csv,,,,2023-09-30,-65.64,55.56,2023-09-22,8.0,2.2238985328910363,0.27798731661137954
D32,10.0,9.0,-65.62,55.56,Calved from Amery Ice Shelf,10/06/2023,AntarcticIcebergs_20231006.csv,,,,2023-10-06,-65.62,55.56,2023-09-30,6.0,0.0,0.0
D32,10.0,9.0,-65.62,55.56,Calved from Amery Ice Shelf,10/13/2023,AntarcticIcebergs_20231013.csv,,,,2023-10-13,-65.62,55.56,2023-10-06,7.0,0.0,0.0
D32,10.0,9.0,-65.61,55.56,Calved from Amery Ice Shelf,10/20/2023,AntarcticIcebergs_20231020.csv,,,,2023-10-20,-65.62,55.56,2023-10-13,7.0,1.1119492664455182,0.15884989520650258
D32,10.0,9.0,-65.61,55.56,Calved from Amery Ice Shelf,10/26/2023,AntarcticIcebergs_20231026.csv,,,,2023-10-26,-65.61,55.56,2023-10-20,6.0,0.0,0.0
D32,10.0,9.0,-65.59,55.53,Calved from Amery Ice Shelf,11/03/2023,AntarcticIcebergs_20231103.csv,,,,2023-11-03,-65.61,55.56,2023-10-26,8.0,2.616248422012586,0.32703105275157324
D32,10.0,9.0,-65.59,55.53,Calved from Amery Ice Shelf,11/09/2023,AntarcticIcebergs_20231109.csv,,,,2023-11-09,-65.59,55.53,2023-11-03,6.0,0.0,0.0
D32,10.0,9.0,-65.57,55.49,Calved from Amery Ice Shelf,11/17/2023,AntarcticIcebergs_20231117.csv,,,,2023-11-17,-65.59,55.53,2023-11-09,8.0,2.8856502517713154,0.3607062814714144
D32,10.0,9.0,-65.48,55.13,Calved from Amery Ice Shelf,11/24/2023,AntarcticIcebergs_20231124.csv,,,,2023-11-24,-65.57,55.49,2023-11-17,7.0,19.369818509006322,2.767116929858046
D32,10.0,9.0,-65.41,53.8,Calved from Amery Ice Shelf,12/08/2023,AntarcticIcebergs_20231208.csv,,,,2023-12-08,-65.48,55.13,2023-11-24,14.0,61.94757501790041,4.424826786992886
D32,10.0,9.0,-65.36,53.95,Calved from Amery Ice Shelf,12/15/2023,AntarcticIcebergs_20231215.csv,,,,2023-12-15,-65.41,53.8,2023-12-08,7.0,8.898007186308075,1.2711438837582965
D32,10.0,9.0,-65.32,53.7,Calved from Amery Ice Shelf,12/21/2023,AntarcticIcebergs_20231221.csv,,,,2023-12-21,-65.36,53.95,2023-12-15,6.0,12.422108319374319,2.0703513865623866
D32,10.0,9.0,-65.18,54.28,Calved from Amery Ice Shelf,12/28/2023,AntarcticIcebergs_20231228.csv,,,,2023-12-28,-65.32,53.7,2023-12-21,7.0,31.16672591217857,4.45238941602551
D32,10.0,9.0,-65.07,53.96,Calved from Amery Ice Shelf,01/04/2024,AntarcticIcebergs_20240104.csv,,,,2024-01-04,-65.18,54.28,2023-12-28,7.0,19.329481488635953,2.7613544983765648
D32,10.0,9.0,-65.12,53.58,Calved from Amery Ice Shelf,01/11/2024,AntarcticIcebergs_20240111.csv,,,,2024-01-11,-65.07,53.96,2024-01-04,7.0,18.642146651597788,2.6631638073711126
D32,10.0,9.0,-65.09,53.65,Calved from Amery Ice Shelf,01/18/2024,AntarcticIcebergs_20240118.csv,,,,2024-01-18,-65.12,53.58,2024-01-11,7.0,4.675877824157958,0.6679825463082797
D32,10.0,9.0,-65.1,53.5,Calved from Amery Ice Shelf,01/25/2024,AntarcticIcebergs_20240125.csv,,,,2024-01-25,-65.09,53.65,2024-01-18,7.0,7.11134703063315,1.0159067186618784
D32,10.0,9.0,-65.21,52.63,Calved from Amery Ice Shelf,02/02/2024,AntarcticIcebergs_20240202.csv,,,,2024-02-02,-65.1,53.5,2024-01-25,8.0,42.446659785096756,5.3058324731370945
D32,10.0,9.0,-65.19,52.48,Calved from Amery Ice Shelf,02/08/2024,AntarcticIcebergs_20240208.csv,,,,2024-02-08,-65.21,52.63,2024-02-02,6.0,7.34109600029522,1.2235160000492034
D32,10.0,9.0,-65.01,52.06,Calved from Amery Ice Shelf,02/16/2024,AntarcticIcebergs_20240216.csv,,,,2024-02-16,-65.19,52.48,2024-02-08,8.0,28.0577506269337,3.5072188283667125
D32,10.0,9.0,-64.71,51.95,Calved from Amery Ice Shelf,02/23/2024,AntarcticIcebergs_20240223.csv,,,,2024-02-23,-65.01,52.06,2024-02-16,7.0,33.760756820626135,4.822965260089448
D32,10.0,9.0,-64.66,51.82,Calved from Amery Ice Shelf,03/01/2024,AntarcticIcebergs_20240301.csv,,,,2024-03-01,-64.71,51.95,2024-02-23,7.0,8.313591054141828,1.187655864877404
D32,10.0,9.0,-64.44,51.63,Calved from Amery Ice Shelf,03/07/2024,AntarcticIcebergs_20240307.csv,,,,2024-03-07,-64.66,51.82,2024-03-01,6.0,26.09320628968186,4.3488677149469765
D32,10.0,9.0,-64.61,50.88,Calved from Amery Ice Shelf,03/15/2024,AntarcticIcebergs_20240315.csv,,,,2024-03-15,-64.44,51.63,2024-03-07,8.0,40.54586513278652,5.068233141598315
D32,10.0,9.0,-64.66,51.82,,03/22/2024,AntarcticIcebergs_20240322.csv,,,,2024-03-22,-64.61,50.88,2024-03-15,7.0,45.11942398131941,6.445631997331344
D32,10.0,9.0,-65.03,50.49,,03/29/2024,AntarcticIcebergs_20240329.csv,,,,2024-03-29,-64.66,51.82,2024-03-22,7.0,75.12718012907932,10.732454304154189
D32,10.0,9.0,-65.0,50.18,,04/05/2024,AntarcticIcebergs_20240405.csv,,,,2024-04-05,-65.03,50.49,2024-03-29,7.0,14.936896309700991,2.1338423299572846
D32,10.0,9.0,-65.03,50.25,,04/12/2024,AntarcticIcebergs_20240412.csv,,,,2024-04-12,-65.0,50.18,2024-04-05,7.0,4.683653188183313,0.6690933125976162
D32,10.0,9.0,-65.45,49.91,,04/19/2024,AntarcticIcebergs_20240419.csv,72.58,54.8,187.97,2024-04-19,-65.03,50.25,2024-04-12,7.0,49.31289108152021,7.044698725931459
